Time (s),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
13.789999961853027,-0.07544980943202972,0.002739612478762865,0.022283950820565224,-0.5165824890136719
13.800000190734863,-0.07707830518484116,0.002870114054530859,0.013024691492319107,-0.4740966856479645
13.8100004196167,-0.08026685565710068,0.0029815330635756254,0.011141975410282612,-0.3994792103767395
13.819999694824219,-0.08076247572898865,0.0030000002589076757,0.0018209876725450158,-0.33499079942703247
13.829999923706055,-0.08133245259523392,0.0030000002589076757,0,-0.2483028620481491
13.84000015258789,-0.08068342506885529,0.0030000002589076757,0,-0.2250622659921646
13.850000381469727,-0.07643045485019684,0.0030000002589076757,0,-0.1891322135925293
13.859999656677246,-0.0738130584359169,0.0030000002589076757,0,-0.21726851165294647
13.869999885559082,-0.07062450051307678,0.0030000002589076757,0,-0.2320963442325592
13.880000114440918,-0.06849801540374756,0.0030000002589076757,0,-0.31160953640937805
13.890000343322754,-0.06801065057516098,0.0029048940632492304,-0.009537037461996078,-0.3771952688694
13.899999618530273,-0.06743241846561432,0.0027934752870351076,-0.011141975410282612,-0.45575180649757385
13.90999984741211,-0.06588534265756607,0.002586334478110075,-0.02074074000120163,-0.5022329688072205
13.920000076293945,-0.063662089407444,0.002363496692851186,-0.022283950820565224,-0.5517528653144836
13.930000305175781,-0.05940910801291466,0.0020443215034902096,-0.03194444626569748,-0.5586462616920471
13.9399995803833,-0.05515613034367561,0.001710064709186554,-0.03342592716217041,-0.514472246170044
13.949999809265137,-0.050319015979766846,0.0012788551393896341,-0.04314814880490303,-0.4724084734916687
13.960000038146973,-0.042292170226573944,0.0008331794524565339,-0.04456790164113045,-0.3961028754711151
13.970000267028809,-0.03602126985788345,0.00028993538580834866,-0.05435185506939888,-0.3324585556983948
13.979999542236328,-0.03176829218864441,-0.00026715913554653525,-0.05570987984538078,-0.24450446665287018
13.989999771118164,-0.027515314519405365,-0.0008242535986937582,-0.05570987984538078,-0.1797628253698349
14,-0.025504473596811295,-0.0013813481200486422,-0.05570987984538078,-0.10064355283975601
